S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
991,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
992,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
993,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
994,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
995,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
996,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
997,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
998,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,Known
999,Misuse of Debit Cards or Credit Cards,Male,51 and Above,High,Education,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
1000,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1001,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1002,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1003,Misuse of Debit Cards or Credit Cards,Female,51 and Above,Low,Retired,Single,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1004,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1005,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1006,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1007,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Middle,Health Sector Manager,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1008,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1009,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1010,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices,UnKnown
1011,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1012,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1013,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Technical,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
1014,Misuse of Debit Cards or Credit Cards,Male,27 and Under,High,Justice and Security,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1015,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Others,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1016,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1017,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1018,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Justice and Security,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1019,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,Known
1020,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1021,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
1022,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1023,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Justice and Security,Married,Under Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1024,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1025,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1026,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1027,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1028,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1029,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1030,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1031,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1032,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1033,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Finance Sector,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1034,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Justice and Security,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1035,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1036,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1037,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1038,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Single,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
1039,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
1040,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware,UnKnown
1041,Misuse of Debit Cards or Credit Cards,Female,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1042,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1043,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1044,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1045,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices,Known
1046,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Finance Sector,Single,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,UnKnown
1047,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1048,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1049,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering,UnKnown
1050,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices,Known
1051,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Retired,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1052,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1053,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Justice and Security,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
1054,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1055,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1056,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Justice and Security,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1057,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,UnKnown
1058,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1059,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering,Known
1060,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site,Known
